,0
442fdc78b3758994d8b81d6e8dbe6aa06d6302dc,"['Two of the most promising candidate mitigation agents, namely Vitamin D and Quercetin, manifest gene expression-altering activities and have established safety records as over-the-counter medicinal substances that seem sufficient for further assessment and considerations of their potential utility for amelioration of the clinical course of coronavirus pandemic.', 'Unexpectedly, present analyses revealed discordant patterns of Testosterone versus Estradiol impacts on SCARS-CoV-2 targets with the former manifesting the potential coronavirus infection-promoting activities, which is consistent with the apparently higher male mortality across all age groups during the coronavirus pandemic.', 'GSEA identify Estradiol and Quercetin as putative candidate coronavirus infection mitigation agents.', 'GSEA of the Drug Perturbations from GEO database focused on down-regulated genes identified Estradiol and Quercetin among the top significantly enriched records (Supplemental Figure S9 ).', 'Confirmation of the Estradiol and Quercetin activities as potential candidate coronavirus infection mitigation agents.', 'Results of GSEA suggest that both Estradiol and Quercetin appear to exhibit biological activities consistent with the activity of medicinal compounds expected to mitigate the coronavirus infection.', 'Therefore, based on all observations reported in this contribution, it has been concluded that any definitive recommendations regarding the potential clinical utility of identified herein potential coronavirus infection mitigating agents, namelyVitamin D and Quercetin, should be made only after appropriately designed and carefully executed preclinical studies and randomized clinical trials.']"
52bf4421c628d0a0c4bc116732025facd0a4c186,"['Cytokines directed antagonists, such as Adalimumab (TNF-\uf061) and CMAB806 (IL-6) have been applied in clinical trials against COVID-19(24).', 'Approved drugs like suramin and ALK inhibitors are worthy of clinical trials.']"
cb57b7ff2b6e855e2cc748c93d2ba33259e66413,"['Using MD simulations, the stability of predicted antibodies were checked and 8 stable antibodies were found that can neutralize COVID-19.In addition, the interpretation of ML model revealed that mutating to Methionine and Tyrosine is highly efficient in enhancing the affinity of antibodies to in Health (CMLH) at Carnegie Mellon University (https://www.cs.cmu.edu/cmlh-cfp) and start-up fund from Mechanical Engineering Department at CMU.']"
ad2b326221b48e904660968e5d10c4cb2882c5e0,"['We identify a small structural loop at the S1/S2 interface that contains a short insert containing two arginine residues for 2019-nCoV S. These features are missing from all other SARS-CoV-related viruses, but present in MERS-CoV S and in many other coronaviruses.', 'The region around arginine 667 (R667) of SARS-CoV S, the S1/S2 cleavage site aligned well with 2019-nCoV and the bat SARS-related sequences .', 'Notably, an arginine at the position corresponding to SARS-CoV R667 is conserved for the other five sequences analyzed.', 'Together with the conserved R685 amino acid found in 2019-nCoV at the putative S1/S2 cleavage site, the insertion introduces a stretch of three basic arginine residues that could potentially be recognized by members of the pro-protein convertase family of proteases (Seidah, 2011; Seidah et al., 2013) .']"
853bf23d1a7f460dad20a5128d21e236a45e6861,"['To combat this deadly COVID-19, a number of conventional drugs 8-10 like chloroquine, hydroxychloroquine, remdesivir, etc.', 'The inhibition potentials of all these plant extracts are found to be larger than those of chloroquine and hydroxychloroquine.']"
62cce6483896bf25635e951520ff3637a66c8c23,"['Some clinical trials, it has been described that anti-HIV drugs and chloroquine phosphate, an anti-malarial drug, has a assured therapeutic effect on the COVID-19.', '9 In specific, chloroquine phosphate is suggested to treat COVID-19 related pneumonia in larger inhabitants in the future.', 'Subsequently, other clinical trials suggested that hydroxychloroquine supplementary with azithromycin is very operative in the management of the COVID-19.', 'Oseltamivir (anti-H1N1)Zanamivir (anti-H1N1) Isoniazid (anti-TB)Figure 1 The 3D crystal structure of SARS-CoV-2 protease (PDB ID: 6LU7)Meanwhile this protease has its crystal structure in a state that signifies the pharmacological target for the progress of new medicines to treatment diverse infectious diseases.', '15Docking Prediction of anti-H1N1 drugsOseltamivir and Zanamivir, two FDA approved drugs docked with SARS-CoV-2 main protease and obtained binding energy is −7.39 kcal/mol and -3.88 kcal/mol respectively (Table-2 Figure 2 ).', 'The results identified that Oseltamivir is potential inhibitor of the SARS-CoV-2 main protease.', 'Earlier one study has reported that Oseltamivir is a prodrug of oseltamivir carboxylate, a potent and selective inhibitor of the neuraminidase glycoprotein essential for replication of influenza A and B viruses.', 'of H bondsInteraction of residues forming H2 bonds Figure 2 Docking visualisation of COVID-19 protease (6LU7) with Oseltamivir (anti-H1N1 drug) Docking Prediction of anti-TB drugsIsoniazid, Rifampin, Ethambutol and Pyrazinamide are clinically approved drugs were docked with binding energy -4.83, -9.41, -5.02 and -4.05 kcal/mol respectively against SARS-CoV-2 protease ( Docking Prediction of anti-HIV drugsTwenty-four FDA approved anti-HIV drugs were docked with SARS-CoV-2 protease.', 'Among the twenty four drugs, four drugs Maraviroc, Etravirine, Indinavir and Rilpivirine were showed more potential inhibitors of SARS-CoV-2 main protease with binding affinity -10.67, -10.33, -10.00 and -9.66 kcal/mol respectively ( (Figure 4) .', 'A joint research team of the Shanghai Institute of Materia Medica and Shanghai Tech University performed drug screening in silicon and an enzyme activity test, and they reported 30 anti-HIV agents with potential antiviral activity against SARS-CoV-2 on January 25, 2020.', '17 COVID-19 protease (6LU7) with anti-HIV drugs, Maraviroc (A), Etravirine (B) , Indinavir (C) and Rilpivirine (D).', '(A) Maraviroc (B) Etravirine(C) IndinavirDocking Prediction of anti-malarial drugsSeventeen clinically approved anti-malarial drugs were docked with SARS-CoV-2 protease.', 'Outcomes from the In silico molecular docking study maintained the great inhibitory efficacy of the one anti-H1N1 drug (Oseltamivir), one anti-TB drug (Rifampin), four anti-HIV drugs (Maraviroc, Etravirine, Indinavir, Rilpivirine) and seven anti-malarial drugs (Atovaquone, Quinidine, Halofantrine, Amodiaquine, Tetracylcine, Azithromycin, hydroxycholoroquine) since they could launch H2 bonds with different amino acid residues that caused in an inhibition of SARS-CoV-2 protease activity with higher binding affinity ranging from (-10.67 to -8.3 kcal/mol).']"
e4cad4ebaaef602deb8fd275dd301be3cf38fae0,"['IL-6 levels predict COVID-19 severity and in-hospital mortality [3, 10, 11] ; monoclonal antibodies against IL-6 (siltuximab) and its receptor (tocilizumab and sarilumab) are in clinical trials for COVID-19-induced CSS [12] [13] [14] [15] [16] [17] [18] [19] [20] [21] [22] [23] .', 'Given the poorly understood relationship between COVID-19 and hypertension [28] , it is important to note that non-receptor-subtype selective ( ⍺ 1A = ⍺ 1B = ⍺ 1D ) ⍺ 1 -ARs, such as prazosin, are used to reduce blood pressure, whereas receptor-subtype selective drugs such as tamsulosin ( ⍺ 1A = ⍺ 1D > ⍺ 1B ) have fewer hemodynamic effects.']"
8b546b1576a47c16cd95b7dff11260160de00129,"['Our research goal is to develop natural language processing methods to collectively analyze the study results reported by many hospitals and medical institutes all over the world, reconcile these results, and make a holistic and un-biased conclusion regarding the correlation between radiological findings and COVID-19.']"
6bc7a03b74462d549da225547d20c9287f55dcdf,"['All of these discoveries focused on the change of one or two pollutants induced by COVID-19, but the total air quality cannot be determined without the consideration of other air pollutants, such as Sulfur Dioxide ( 2 ), Carbon Monoxide (CO), Ozone and particulate matters (PMs).']"
563d2eb9eaa8c58e4ee88cfd706ba5a6b007e24d,"['For example, information about the possible effectiveness of some treatments could be considered as rumors at a given point in time, in absence of definitive scientific consensus; yet, as more clinical evidence emerges, these may become false claims, hence classified as misinformation: one such example is Hydroxychloroquine, a known anti-malaria drug whose effectiveness in treating SARS-CoV-2 (the coronavirus causing the COVID-19 disease) remains debated at this point in time, and whose potentially lethal side-effects limit large-scale testing.']"
a5dc51258c2f3a2be446e05cbca2163644eab0e5,"['Is the anti-filarial drug diethylcarbamazine useful to treat COVID-19 ?', 'Therefore, repurpose of existing antiviral agents including interferon, chloroquine (an antimalarial agent) and niclosamide (a broad spectrum anthelminthic) have attracted considerable attention and many trials are underway (4, 5) .']"
89bf30190786c773e62dbd6f6f082a12a977da87,"['Chloroquine (and its hydroxy derivative) that is a known ACE-2 inhibitor has been already considered as a promising COVID-19 drug [Liu et al., 2020] .', 'Given that chloroquine is also an anti-malaria drug, and that CID 76332092 shows a predicted pIC50 of 7.82 and lowest docking binding free energy of -6.80 kcal/mol (Figure 9 ) to the ACE-2 binding pocket of RBD (Table 4) , this molecule deserves further investigation in the context of SARS-CoV-2.', 'It is also noteworthy that the generated molecule with highest predicted pIC50 for RBD (and with docking binding free energy of -6.9 kcal/mol in the top binding mode with pocket 1) shares a strong maximum common subgraph similarity [Cao et al., 2008] with Telavancin, an approved Pneumonia drug, as shown in Figure 6 .']"
faf3ed3d6fc359c1f310e32061e5ed414fee7017,"['Despite this, there have been reports of the use of oseltamivir, lopinavir/ritonavir, prednisone, antibiotics, and traditional Chinese medicine for the treatment of patients with COVID-19.']"
27314482a741e0c2adf4e7ebaeceac5124dd9dfc,['Legend: Number of hospital admissions by age group.']
32758c2c2d6d9a18702e6198c3aedd80e2788d78,"['Among the 103 SARS-CoV-2 virus strains, 101 of them exhibited complete linkage between the two SNPs: 72 strains exhibited a ""CT"" haplotype (defined as ""L"" type because T28,144 is in the codon of Leucine) and 29 strains exhibited a ""TC"" haplotype (defined as ""S"" type because C28,144 is in the codon of Serine) at these two sites.']"
